"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
88012600,1,1206,12060048,"088-0126",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町音別原野西","オンベツチョウオンベツゲンヤニシ",,,"川西","カワニシ",,,,,
88010900,1,1206,12060049,"088-0109",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町音別原野東","オンベツチョウオンベツゲンヤヒガシ",,,,,,,,,
88011400,1,1206,12060050,"088-0114",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町海光","オンベツチョウカイコウ",,,,,,,,,
88012300,1,1206,12060051,"088-0123",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町川東","オンベツチョウカワヒガシ",,,,,,,,,
88013400,1,1206,12060052,"088-0134",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町キナシ別","オンベツチョウキナシベツ",,,,,,,,,
88012500,1,1206,12060053,"088-0125",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町共栄","オンベツチョウキョウエイ",,,,,,,,,
88013300,1,1206,12060054,"088-0133",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町尺別","オンベツチョウシャクベツ",,,,,,,,,
88013200,1,1206,12060054,"088-0132",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町尺別","オンベツチョウシャクベツ",,,"岐線","キセン",,,,,
88010700,1,1206,12060055,"088-0107",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町チヤンベツ","オンベツチョウチャンベツ",,,,,,,,,
88013500,1,1206,12060056,"088-0135",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町直別","オンベツチョウチョクベツ",,,,,,,,,
88011800,1,1206,12060057,"088-0118",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町中音別","オンベツチョウナカオンベツ",,,,,,,,,
88010200,1,1206,12060057,"088-0102",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町中音別","オンベツチョウナカオンベツ",,,"光和","コウワ",,,,,
88011200,1,1206,12060057,"088-0112",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町中音別","オンベツチョウナカオンベツ",,,"チノミ台","チノミダイ",,,,,
88010300,1,1206,12060057,"088-0103",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町中音別","オンベツチョウナカオンベツ",,,"北栄","ホクエイ",,,,,
88011600,1,1206,12060058,"088-0116",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町中園","オンベツチョウナカゾノ",,,,,,,,,
88019200,1,1206,12060058,"088-0192",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町中園","オンベツチョウナカゾノ",,,,,,"釧路市音別町行政センター","クシロシオンベツチヨウギヨウセイセンタ－","音別町中園１丁目１３４番地",
88010600,1,1206,12060059,"088-0106",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町ヌプキベツ","オンベツチョウヌプキベツ",,,,,,,,,
88013100,1,1206,12060060,"088-0131",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町ノトロ","オンベツチョウノトロ",,,,,,,,,
88010100,1,1206,12060061,"088-0101",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町馬主来","オンベツチョウパシクル",,,,,,,,,
88011100,1,1206,12060062,"088-0111",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町パシクル湖畔","オンベツチョウパシクルコハン",,,,,,,,,
88011300,1,1206,12060063,"088-0113",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町風連","オンベツチョウフウレン",,,,,,,,,
88012400,1,1206,12060064,"088-0124",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町緑町","オンベツチョウミドリマチ",,,,,,,,,
88010500,1,1206,12060065,"088-0105",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町ムリ","オンベツチョウムリ",,,,,,,,,
88011500,1,1206,12060066,"088-0115",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町本町","オンベツチョウモトマチ",,,,,,,,,
88012100,1,1206,12060067,"088-0121",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","音別町若草","オンベツチョウワカクサ",,,,,,,,,
85002300,1,1206,12060068,"085-0023",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","海運","カイウン",,,,,,,,,
85081600,1,1206,12060069,"085-0816",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","貝塚","カイヅカ",,,,,,,,,
85082400,1,1206,12060070,"085-0824",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","柏木町","カシワギチョウ",,,,,,,,,
85855700,1,1206,12060070,"085-8557",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","柏木町","カシワギチョウ",,,,,,"釧路地方検察庁","クシロチホウケンサツチヨウ","柏木町５番７号",
85851000,1,1206,12060070,"085-8510",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","柏木町","カシワギチョウ",,,,,,"釧路労働基準監督署","クシロロウドウキジユンカントクシヨ","柏木町２番１２号",
85004100,1,1206,12060071,"085-0041",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","春日町","カスガチョウ",,,,,,,,,
85080200,1,1206,12060072,"085-0802",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","桂恋","カツラコイ",,,,,,,,,
85001200,1,1206,12060073,"085-0012",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","川上町","カワカミチョウ",,,,,,,,,
85000300,1,1206,12060074,"085-0003",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","川北町","カワキタチョウ",,,,,,,,,
85004400,1,1206,12060075,"085-0044",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","川端町","カワバタチョウ",,,,,,,,,
85001500,1,1206,12060076,"085-0015",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","北大通","キタオオドオリ",,,,,,,,,
85852700,1,1206,12060076,"085-8527",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","北大通","キタオオドオリ",,,,,,"株式会社　日専連釧路","カブシキガイシヤ　ニツセンレンクシロ","北大通２丁目７番地",
84090800,1,1206,12060077,"084-0908",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","北園","キタゾノ",,,,,,,,,
85004300,1,1206,12060078,"085-0043",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","喜多町","キタチョウ",,,,,,,,,
85003500,1,1206,12060079,"085-0035",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","共栄大通","キョウエイオオドオリ",,,,,,,,,
85001800,1,1206,12060080,"085-0018",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","黒金町","クロガネチョウ",,,,,,,,,
85865000,1,1206,12060080,"085-8650",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","黒金町","クロガネチョウ",,,,,,"（株）　釧路新聞社","カブシキガイシヤ　クシロシンブンシヤ","黒金町７丁目３番地",
85851100,1,1206,12060080,"085-8511",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","黒金町","クロガネチョウ",,,,,,"北海道警察　釧路方面本部","ホツカイドウケイサツ　クシロホウメンホンブ","黒金町１０丁目５",
85850500,1,1206,12060080,"085-8505",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","黒金町","クロガネチョウ",,,,,,"釧路市役所","クシロシヤクシヨ","黒金町７丁目５番地",
85850100,1,1206,12060080,"085-8501",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","黒金町","クロガネチョウ",,,,,,"株式会社　ＮＴＴ東日本－北海道　釧路支店","カブシキガイシヤ　エヌテイテイヒガシニホン－ホツカイドウ　クシロシテン","黒金町９丁目２番地",
85865500,1,1206,12060080,"085-8655",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","黒金町","クロガネチョウ",,,,,,"（株）　北海道新聞社　釧路支社","カブシキガイシヤ　ホツカイドウシンブン　クシロシシヤ","黒金町１１丁目５番地１号",
85005100,1,1206,12060081,"085-0051",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","光陽町","コウヨウチョウ",,,,,,,,,
85002600,1,1206,12060082,"085-0026",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","寿","コトブキ",,,,,,,,,
85855500,1,1206,12060082,"085-8555",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","寿","コトブキ",,,,,,"釧路ガス　（株）","クシロガス　カブシキガイシヤ","寿４丁目１番２号",
85004800,1,1206,12060083,"085-0048",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","駒場町","コマバチョウ",,,,,,,,,
84092700,1,1206,12060084,"084-0927",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","駒牧","コママキ",,,,,,,,,
85081500,1,1206,12060085,"085-0815",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","材木町","ザイモクチョウ",,,,,,,,,
85001700,1,1206,12060086,"085-0017",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,,,,
85864900,1,1206,12060086,"085-8649",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"釧路財務事務所","クシロザイムジムシヨ","幸町１０丁目３番地",
85863900,1,1206,12060086,"085-8639",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"北海道地方環境事務所　釧路自然環境事務所","ホツカイドウチホウカンキヨウジムシヨ　クシロシゼンカンキヨウジムシヨ","幸町１０丁目３番地",
85858600,1,1206,12060086,"085-8586",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"釧路地方気象台","クシロチホウキシヨウダイ","幸町１０丁目３番地",
85855100,1,1206,12060086,"085-8551",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"釧路開発建設部","クシロカイハツケンセツブ","幸町１０丁目３番地",
85853500,1,1206,12060086,"085-8535",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"釧路保護観察所","クシロホゴカンサツシヨ","幸町１０丁目３番地",
85852200,1,1206,12060086,"085-8522",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"釧路地方法務局","クシロチホウホウムキヨク","幸町１０丁目３番地",
85851500,1,1206,12060086,"085-8515",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"釧路税務署","クシロゼイムシヨ","幸町１０丁目３番地",
85866800,1,1206,12060086,"085-8668",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"北海道電力　（株）　釧路支店","ホツカイドウデンリヨク　カブシキガイシヤ　クシロシテン","幸町８丁目１番地",
85858100,1,1206,12060086,"085-8581",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幸町","サイワイチョウ",,,,,,"釧路プリンスホテル","クシロプリンスホテル","幸町７丁目１",
85001300,1,1206,12060087,"085-0013",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","栄町","サカエマチ",,,,,,,,,
85850200,1,1206,12060087,"085-8502",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","栄町","サカエマチ",,,,,,"日本年金機構　釧路年金事務所","ニツポンネンキンキコウ　クシロネンキンジムシヨ","栄町９丁目９番２号",
85080500,1,1206,12060088,"085-0805",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","桜ケ岡","サクラガオカ",,,,,,,,,
85025100,1,1206,12060089,"085-0251",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","桜田","サクラダ",,,,,,,,,
85081200,1,1206,12060090,"085-0812",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","紫雲台","シウンダイ",,,,,,,,,
85005500,1,1206,12060091,"085-0055",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","治水町","ジスイチョウ",,,,,,,,,
85082200,1,1206,12060092,"085-0822",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","春湖台","シュンコダイ",,,,,,,,,
85855800,1,1206,12060092,"085-8558",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","春湖台","シュンコダイ",,,,,,"市立釧路総合病院","シリツクシロソウゴウビヨウイン","春湖台１番１２号",
84090200,1,1206,12060093,"084-0902",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","昭和","ショウワ",,,,,,,,,
84090100,1,1206,12060094,"084-0901",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","昭和北","ショウワキタ",,,,,,,,,
84091000,1,1206,12060095,"084-0910",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","昭和中央","ショウワチュウオウ",,,,,,,,,
84090300,1,1206,12060096,"084-0903",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","昭和町","ショウワチョウ",,,,,,,,,
84090900,1,1206,12060097,"084-0909",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","昭和南","ショウワミナミ",,,,,,,,,
85080400,1,1206,12060098,"085-0804",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","白樺台","シラカバダイ",,,,,,,,,
85084400,1,1206,12060099,"085-0844",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","知人町","シリトチョウ",,,,,,,,,
85003400,1,1206,12060100,"085-0034",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","白金町","シロガネチョウ",,,,,,,,,
85082600,1,1206,12060101,"085-0826",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","城山","シロヤマ",,,,,,,,,
85858000,1,1206,12060101,"085-8580",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","城山","シロヤマ",,,,,,"北海道教育大学　教育学部　釧路校","ホツカイドウキヨウイクダイガク　キヨウイクガクブ　クシロコウ","城山１丁目１５番５５号",
85003200,1,1206,12060102,"085-0032",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","新栄町","シンエイチョウ",,,,,,,,,
85851200,1,1206,12060102,"085-8512",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","新栄町","シンエイチョウ",,,,,,"総合病院　釧路赤十字病院","ソウゴウビヨウイン　クシロセキジユウジビヨウイン","新栄町２１番１４号",
85004700,1,1206,12060103,"085-0047",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","新川町","シンカワチョウ",,,,,,,,,
85000200,1,1206,12060104,"085-0002",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","新釧路町","シンクシロチョウ",,,,,,,,,
85000400,1,1206,12060105,"085-0004",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","新富町","シントミチョウ",,,,,,,,,
85004600,1,1206,12060106,"085-0046",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","新橋大通","シンバシオオドオリ",,,,,,,,,
84090400,1,1206,12060107,"084-0904",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","新富士町","シンフジチョウ",,,,,,,,,
84850100,1,1206,12060107,"084-8501",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","新富士町","シンフジチョウ",,,,,,"道東国分　株式会社","ドウトウコクブ　カブシキガイシヤ","新富士町６丁目２－１３",
84855500,1,1206,12060107,"084-8555",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","新富士町","シンフジチョウ",,,,,,"釧路スバル自動車　株式会社","クシロスバルジドウシヤ　カブシキガイシヤ","新富士町４丁目４－１",
85001400,1,1206,12060108,"085-0014",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","末広町","スエヒロチョウ",,,,,,,,,
85867700,1,1206,12060108,"085-8677",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","末広町","スエヒロチョウ",,,,,,"日本生命保険　相互会社　釧路支社","ニホンセイメイホケン　ソウゴガイシヤ　クシロシシヤ","末広町９丁目２番５号",
85004500,1,1206,12060109,"085-0045",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","住之江町","スミノエチョウ",,,,,,,,,
85083100,1,1206,12060110,"085-0831",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","住吉","スミヨシ",,,,,,,,,
85080700,1,1206,12060111,"085-0807",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","高山","タカヤマ",,,,,,,,,
85002500,1,1206,12060112,"085-0025",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","宝町","タカラマチ",,,,,,,,,
85082500,1,1206,12060113,"085-0825",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","千歳町","チトセチョウ",,,,,,,,,
85082300,1,1206,12060114,"085-0823",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","千代ノ浦","チヨノウラ",,,,,,,,,
84092600,1,1206,12060115,"084-0926",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","鶴丘","ツルオカ",,,,,,,,,
85082100,1,1206,12060116,"085-0821",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","鶴ケ岱","ツルガダイ",,,,,,,,,
84092400,1,1206,12060117,"084-0924",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","鶴野","ツルノ",,,,,,,,,
84092300,1,1206,12060118,"084-0923",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","鶴野東","ツルノヒガシ",,,,,,,,,
84090600,1,1206,12060119,"084-0906",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","鳥取大通","トットリオオドオリ",,,,,,,,,
84090700,1,1206,12060120,"084-0907",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","鳥取北","トットリキタ",,,,,,,,,
84090500,1,1206,12060121,"084-0905",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","鳥取南","トットリミナミ",,,,,,,,,
85005300,1,1206,12060122,"085-0053",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","豊川町","トヨカワチョウ",,,,,,,,,
85003100,1,1206,12060123,"085-0031",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","中島町","ナカジマチョウ",,,,,,,,,
85005200,1,1206,12060124,"085-0052",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","中園町","ナカゾノチョウ",,,,,,,,,
85853300,1,1206,12060124,"085-8533",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","中園町","ナカゾノチョウ",,,,,,"独立行政法人　労働者健康福祉機構　釧路労災病院","ドクリツギヨウセイホウジン　ロウドウシヤケンコウフクシキコウ　クシロロウサイビヨウイン","中園町１３番２３号",
84092900,1,1206,12060125,"084-0929",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","中鶴野","ナカツルノ",,,,,,,,,
85002700,1,1206,12060126,"085-0027",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","仲浜町","ナカハマチョウ",,,,,,,,,
85002100,1,1206,12060127,"085-0021",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","浪花町","ナニワチョウ",,,,,,,,,
84092500,1,1206,12060128,"084-0925",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","新野","ニイノ",,,,,,,,,
85001600,1,1206,12060129,"085-0016",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","錦町","ニシキチョウ",,,,,,,,,
84091400,1,1206,12060130,"084-0914",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","西港","ニシコウ",,,,,,,,,
85083600,1,1206,12060131,"085-0836",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","幣舞町","ヌサマイチョウ",,,,,,,,,
85866000,1,1206,12060131,"085-8660",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","幣舞町","ヌサマイチョウ",,,,,,"日本放送協会　釧路放送局","ニツポンホウソウキヨウカイ　クシロホウソウキヨク","幣舞町３番８号",
85003800,1,1206,12060132,"085-0038",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","花園町","ハナゾノチョウ",,,,,,,,,
85002400,1,1206,12060133,"085-0024",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","浜町","ハマチョウ",,,,,,,,,
85081300,1,1206,12060134,"085-0813",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","春採","ハルトリ",,,,,,,,,
85005600,1,1206,12060135,"085-0056",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","東川町","ヒガシカワチョウ",,,,,,,,,
85006400,1,1206,12060136,"085-0064",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","広里","ヒロサト",,,,,,,,,
85083200,1,1206,12060137,"085-0832",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","富士見","フジミ",,,,,,,,,
85000600,1,1206,12060138,"085-0006",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","双葉町","フタバチョウ",,,,,,,,,
85006300,1,1206,12060139,"085-0063",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","文苑","フミゾノ",,,,,,,,,
85000100,1,1206,12060140,"085-0001",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","古川町","フルカワチョウ",,,,,,,,,
85084300,1,1206,12060141,"085-0843",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","弁天ケ浜","ベンテンガハマ",,,,,,,,,
84092200,1,1206,12060142,"084-0922",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","北斗","ホクト",,,,,,,,,
84091200,1,1206,12060143,"084-0912",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","星が浦大通","ホシガウラオオドオリ",,,,,,,,,
84867000,1,1206,12060143,"084-8670",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","星が浦大通","ホシガウラオオドオリ",,,,,,"大丸藤井　株式会社　釧路支店","ダイマルフジイ　カブシキガイシヤ　クシロシテン","星が浦大通３丁目７－１０",
84868600,1,1206,12060143,"084-8686",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","星が浦大通","ホシガウラオオドオリ",,,,,,"サンエス電気通信　株式会社","サンエスデンキツウシン　カブシキガイシヤ","星が浦大通１丁目７－１",
84091100,1,1206,12060144,"084-0911",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","星が浦北","ホシガウラキタ",,,,,,,,,
84091300,1,1206,12060145,"084-0913",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","星が浦南","ホシガウラミナミ",,,,,,,,,
84856700,1,1206,12060145,"084-8567",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","星が浦南","ホシガウラミナミ",,,,,,"株式会社　スハラ食品　釧路支店","カブシキガイシヤ　スハラシヨクヒン　クシロシテン","星が浦南２丁目７－１４",
85000700,1,1206,12060146,"085-0007",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","堀川町","ホリカワチョウ",,,,,,,,,
85080300,1,1206,12060147,"085-0803",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","益浦","マスウラ",,,,,,,,,
85000500,1,1206,12060148,"085-0005",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","松浦町","マツウラチョウ",,,,,,,,,
85080100,1,1206,12060149,"085-0801",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","三津浦","ミツウラ",,,,,,,,,
85081400,1,1206,12060150,"085-0814",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","緑ケ岡","ミドリガオカ",,,,,,,,,
85084500,1,1206,12060151,"085-0845",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","港町","ミナトマチ",,,,,,,,,
85084100,1,1206,12060152,"085-0841",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","南大通","ミナミオオドオリ",,,,,,,,,
85002200,1,1206,12060153,"085-0022",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","南浜町","ミナミハマチョウ",,,,,,,,,
84092100,1,1206,12060154,"084-0921",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","美濃","ミノウ",,,,,,,,,
85006500,1,1206,12060155,"085-0065",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","美原","ミハラ",,,,,,,,,
85083300,1,1206,12060156,"085-0833",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","宮本","ミヤモト",,,,,,,,,
85856700,1,1206,12060156,"085-8567",1,0,"北海道","ホッカイドウ","釧路市","クシロシ","宮本","ミヤモト",,,,,,"釧路刑務所","クシロケイムシヨ","宮本２丁目２－５",
85080600,1,1206,12060157,"085-0806",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","武佐","ムサ",,,,,,,,,
85003700,1,1206,12060158,"085-0037",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","柳町","ヤナギマチ",,,,,,,,,
84092800,1,1206,12060159,"084-0928",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","山花","ヤマハナ",,,,,,,,,
85083400,1,1206,12060160,"085-0834",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","弥生","ヤヨイ",,,,,,,,,
85084200,1,1206,12060161,"085-0842",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","米町","ヨネマチ",,,,,,,,,
85004200,1,1206,12060162,"085-0042",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","若草町","ワカクサチョウ",,,,,,,,,
85003600,1,1206,12060163,"085-0036",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","若竹町","ワカタケチョウ",,,,,,,,,
85003300,1,1206,12060164,"085-0033",0,0,"北海道","ホッカイドウ","釧路市","クシロシ","若松町","ワカマツチョウ",,,,,,,,,
80085400,1,1207,12070137,"080-0854",0,1,"北海道","ホッカイドウ","帯広市","オビヒロシ","南町東四条",,,,,,,,,,
80085100,1,1207,12070134,"080-0851",0,1,"北海道","ホッカイドウ","帯広市","オビヒロシ","南町東一条",,,,,,,,,,
80085300,1,1207,12070136,"080-0853",0,1,"北海道","ホッカイドウ","帯広市","オビヒロシ","南町東三条",,,,,,,,,,
80085500,1,1207,12070138,"080-0855",0,1,"北海道","ホッカイドウ","帯広市","オビヒロシ","南町東五条",,,,,,,,,,
80085200,1,1207,12070135,"080-0852",0,1,"北海道","ホッカイドウ","帯広市","オビヒロシ","南町東二条",,,,,,,,,,
80000000,1,1207,12070000,"080-0000",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ",,"　","（該当なし）",,,,,,,,
89118100,1,1207,12070001,"089-1181",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","愛国町","アイコクチョウ",,,,,,,,,
89124500,1,1207,12070002,"089-1245",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","泉町","イズミチョウ",,,,,,,,,
89124400,1,1207,12070003,"089-1244",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","以平町","イタイラチョウ",,,,,,,,,
80083500,1,1207,12070004,"080-0835",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","稲田町","イナダチョウ",,,,,,,,,
80850100,1,1207,12070004,"080-8501",1,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","稲田町","イナダチョウ",,,,,,"株式会社　イトーヨーカ堂　帯広店","カブシキガイシヤ　イト－ヨ－カドウ　オビヒロテン","稲田町南８線西１０番地１",
80855500,1,1207,12070004,"080-8555",1,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","稲田町","イナダチョウ",,,,,,"帯広畜産大学","オビヒロチクサンダイガク","稲田町西２線１１番地",
80083300,1,1207,12070005,"080-0833",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","稲田町基線","イナダチョウキセン",,,,,,,,,
80083400,1,1207,12070006,"080-0834",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","稲田町西","イナダチョウニシ",,,,,,,,,
80083200,1,1207,12070007,"080-0832",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","稲田町東","イナダチョウヒガシ",,,,,,,,,
80083100,1,1207,12070008,"080-0831",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","稲田町南","イナダチョウミナミ",,,,,,,,,
80212100,1,1207,12070009,"080-2121",0,0,"北海道","ホッカイドウ","帯広市","オビヒロシ","岩内町","イワナイチョウ",,,,,,,,,
